name,artist_1,artist_2,uri,duration_ms,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
The Vagabond,'Air',,spotify:track:1Mtwi6CmEHxkZvsNWR9qVE,337533,0.608,0.514,8,-4.782,1,0.0451,0.23,0.226,0.052,0.313,139.647
Little Bit of Feel Good (Snr. Coconut Mix),'Jamie Lidell',,spotify:track:0Wbx42R0zxzJ9JulwKSGUI,216867,0.668,0.836,0,-5.596,1,0.048,0.116,1.61e-05,0.098,0.766,101.041
Sweet About Me - Radio Edit,'Gabriella Cilmi',,spotify:track:0FVqTDTg6tJ3JgC0mdIN3Z,200347,0.684,0.717,3,-4.793,0,0.0292,0.125,0.0,0.188,0.589,132.002
Caçada,'Chico Buarque',,spotify:track:6MBYhkrzTfZGebdVYonP7H,183733,0.689,0.492,9,-11.1,1,0.036,0.568,6.98e-05,0.0947,0.577,114.769
Slow Down,'Twiceyoung',,spotify:track:53SB76MbeXiLLxp8r1IBZh,217153,0.397,0.359,10,-11.483,1,0.0322,0.805,3.7e-06,0.118,0.249,155.346
Night By Night,'Chromeo',,spotify:track:5CZI33N49XY2RMFLrxNmpL,227293,0.69,0.899,8,-4.16,1,0.0345,0.00751,0.0439,0.121,0.616,125.986
Tiger Rag,'Swing Republic', 'Alvino Rey',spotify:track:2YdVDEKon7s7ilmWIQw33E,191978,0.852,0.73,1,-8.074,1,0.11,0.007,0.362,0.106,0.743,151.064
People,'The Superimposers',,spotify:track:0XKEAHnnXCojGTrVpycI4e,256827,0.572,0.737,11,-6.757,0,0.0294,0.2,0.315,0.0958,0.816,80.983
Funny How Time Slips Away,'Al Green',,spotify:track:2Ia1vQvRkKxbe9rjWrJL6B,335720,0.685,0.297,5,-12.698,1,0.0623,0.531,8.34e-05,0.0794,0.602,93.477
Amidinine,'Bombino',,spotify:track:0JRBZ5RZGLhZKUoDIgaxQc,268640,0.432,0.862,6,-6.088,0,0.0701,0.137,0.015,0.316,0.699,83.005
Dark Waltz,'The Men',,spotify:track:3HtHDOxdSORwzRBJAkrePr,313855,0.337,0.858,7,-5.006,1,0.0421,0.0128,0.407,0.128,0.786,126.622
One String Play,'Brushy One String',,spotify:track:1hCqAI0CNKk3Gti1B875Dm,223693,0.792,0.743,9,-6.253,1,0.177,0.631,0.0,0.117,0.829,128.953
Little Man,'Little Dragon',,spotify:track:714TY3YgigKX2jIX7SREwF,161787,0.709,0.411,9,-9.429,0,0.239,0.0569,0.134,0.0737,0.806,187.379
Pretty Babies,'Karen Elson',,spotify:track:3BXhQVWiSWKQOEao3AnGwk,205053,0.531,0.649,9,-7.438,0,0.111,0.0904,0.00103,0.232,0.664,116.357
Baby Loves Me,'Eels',,spotify:track:4JABzF0OlU0rsHvidwq3zc,207200,0.717,0.525,7,-6.537,1,0.101,0.0619,0.0158,0.0974,0.844,154.975
Be OK,'Ingrid Michaelson',,spotify:track:2qESkHBZ2VThboOnosYFBk,147680,0.821,0.773,4,-6.741,1,0.0464,0.13,0.0,0.116,0.954,133.053
Bang Bang Bang,'Mark Ronson', 'The Business Intl',spotify:track:1J2AeJHuDUWs2qRyOWqGK4,245400,0.728,0.798,0,-2.98,0,0.0408,0.0127,0.000493,0.29,0.855,92.406
I'm Selfish,'Jamie Lidell',,spotify:track:2nhv8xNakJoJDmOTIKI6ep,293560,0.696,0.821,8,-4.312,0,0.0955,0.0576,0.0,0.117,0.429,120.01
Foolin','Devendra Banhart',,spotify:track:0jDKvy0vxL7DBueBFt3NZ4,163347,0.383,0.887,7,-6.089,1,0.0342,0.791,0.157,0.201,0.961,155.723
Mr. Dickhead,'Palio SuperSpeed Donkey',,spotify:track:0oq7Tr39x6maZKx9TLdHa1,154852,0.485,0.908,0,-3.289,1,0.051,0.0145,0.000471,0.378,0.955,154.442
Shoot the Runner,'Kasabian',,spotify:track:4baAwbpkroYCwSIlaqzNXy,207373,0.526,0.776,7,-4.169,1,0.0852,0.000431,0.0157,0.334,0.524,131.194
Hold Me Tight,'Johnny Nash',,spotify:track:0E6J02Ryj90JyAizw9BKUo,164907,0.778,0.265,11,-15.733,1,0.0786,0.625,5.09e-05,0.193,0.72,90.261
#TWEET - Original Mix,'Feral Is Kinky',,spotify:track:37if0lo2YFZOPBFcJekSAi,297778,0.725,0.912,7,-2.802,1,0.0746,0.0392,2.99e-06,0.0778,0.703,107.989
Our Racing Hearts,'Baskerville',,spotify:track:61l4rZ4IhNJpTD5c0fIQLk,243720,0.704,0.865,11,-4.347,1,0.0404,0.0818,0.0293,0.348,0.771,123.999
Wanderlust,'The Weeknd',,spotify:track:5OmX5lXxZ5sQgPuSHDn293,306773,0.637,0.652,1,-5.237,0,0.0435,0.0664,0.177,0.0714,0.0725,115.923
Drunk Girls,'LCD Soundsystem',,spotify:track:0IUAugkLGELvtFJfzPn2vi,222107,0.599,0.878,4,-7.759,1,0.0387,0.000259,0.0258,0.0829,0.814,144.029
Type Normal,'Saule',,spotify:track:0QxGgD0QdQWFYD8HtoPKel,151653,0.931,0.652,10,-3.995,0,0.104,0.0422,0.0226,0.0483,0.785,103.991
"Inhale, Exhale",'J Rawls featuring Venus Malone & Wordsworth',,spotify:track:6kAF7lUIuMduUDJQscBWld,276853,0.954,0.408,9,-8.328,1,0.261,0.0882,8.54e-06,0.101,0.663,103.971
Walking in Your Footsteps (Lissvik Remix),'Shout Out Louds',,spotify:track:41fvXXdu0YqQtu3cmmEmGI,277856,0.706,0.62,7,-7.043,1,0.0377,0.0471,1.92e-05,0.119,0.67,114.046
Overloaded,'DJ Vadim', 'The Electric',spotify:track:0dQon0dfJdhxFpYFRGL0IF,270770,0.805,0.409,11,-10.383,0,0.316,0.105,0.0,0.108,0.775,94.025
Sunrise,'Yeasayer',,spotify:track:7xEoYoEBPezyqCOVSqvKEE,246893,0.618,0.723,4,-7.391,0,0.0311,0.097,0.0713,0.0861,0.607,127.96
"Roots, Rock, Reggae",'Bob Marley & The Wailers', 'Steven Tyler',spotify:track:1jUeFojirQnb1Uqx3iFms2,245027,0.721,0.725,4,-5.247,0,0.147,0.0241,1.26e-06,0.0567,0.888,82.0
(Don't Fear) The Reaper - Single Version,'Blue Öyster Cult',,spotify:track:3G3PQdcOUZTCgvhvfNGfbv,228867,0.419,0.909,0,-10.258,1,0.0639,0.00239,1.68e-05,0.24,0.494,142.217
I Shot The Sheriff,'Eric Clapton',,spotify:track:4VuGaknvpBQUWHwkxhgyUM,263573,0.719,0.523,7,-15.483,1,0.0492,0.0934,0.00412,0.111,0.668,94.465
The Drop,'The Nextmen', 'Joe Dukie',spotify:track:3s0dkVVaFd1OaaY5tja9fB,254747,0.742,0.603,7,-5.5,1,0.0725,0.0986,0.00572,0.0401,0.628,95.759
Have Love Will Travel,'The Sonics',,spotify:track:5zqoSGTCK0VxporBeNGCQm,159293,0.496,0.823,10,-11.071,1,0.0657,0.585,0.000608,0.185,0.931,129.859
Fyah Fyah,'Selah Sue',,spotify:track:7grGXzabFN3k3NnNCoIkLA,242467,0.554,0.443,1,-6.47,0,0.329,0.288,4.21e-05,0.112,0.288,169.604
Il n'est jamais trop tard,'Cheikh Lô', 'Pee Wee Ellis',spotify:track:51jf0CFhckyW9EWS2Q9alq,268667,0.494,0.485,7,-13.524,1,0.0682,0.752,0.053,0.115,0.858,84.095
Fever To The Form,'Nick Mulvey',,spotify:track:0kH34dqX33tTq0ZEyoBFIm,252960,0.335,0.566,0,-8.929,0,0.0304,0.785,0.0658,0.111,0.237,142.01
Marsbar,'We Cook With Fire',,spotify:track:2gqp20bcsk0Kwgyr4eidOg,206778,0.768,0.38,8,-5.418,1,0.028,0.118,2.5e-05,0.0754,0.455,83.018
Around And Around,'Red House Painters',,spotify:track:7gNsowLQ8QkLCGYuMe2bKO,143413,0.472,0.296,0,-11.319,1,0.0274,0.741,2.84e-05,0.114,0.402,77.237
Purple Rose,'Kalabrese',,spotify:track:3yudWRIaJNzfBjnrXk1mKM,397247,0.846,0.538,3,-8.316,0,0.113,0.0104,0.559,0.0548,0.578,104.008
Down at the Sea Hotel,'Guy Davis', 'Lucy Kaplansky',spotify:track:1hgbhNU16GKSbdOAAkrUys,251413,0.565,0.447,2,-10.281,1,0.0278,0.568,0.000773,0.385,0.325,116.223
Just Because,'Body Language',,spotify:track:0pSuYLf8ftg5xfR1Lycef3,208477,0.729,0.746,1,-6.78,0,0.0352,0.00941,0.000578,0.525,0.942,113.007
Seasun,'Delorean',,spotify:track:3tMpcr3vlxTOBaBkNLSXvf,269387,0.549,0.821,10,-6.421,1,0.0345,0.000318,0.236,0.0877,0.174,119.984
Rocket Ship,'San Cisco',,spotify:track:7eEJ9ko9Vpr9NJZGRzDVZN,183680,0.399,0.808,8,-5.319,1,0.0935,0.0698,2.14e-06,0.105,0.606,120.67
That Loneliness,'Jagwar Ma',,spotify:track:2YwrzK6Wm1pTuNXhDEkv8c,172013,0.698,0.831,11,-6.532,0,0.0415,0.0729,2.61e-06,0.0381,0.964,133.012
Listen To The Ocean (Escuchando El Oceano),'Nina And Frederik',,spotify:track:1HtT9Bm4tmF1SKsIRneF42,173533,0.571,0.114,9,-15.51,1,0.081,0.741,2.17e-05,0.174,0.544,104.39
Domino,'Van Morrison',,spotify:track:14KPt1s8YjxpZIFYqpB1EO,188160,0.734,0.811,2,-4.415,1,0.0566,0.24,1e-05,0.0857,0.914,130.852
Racing With The Sun,'Ella Jenkins',,spotify:track:2oAYkMoXccve3plE0hjlvm,175560,0.658,0.0704,5,-14.765,0,0.0685,0.884,0.0,0.122,0.398,130.287
Berliner Birds (feat. Steven Craenmehr),'Perneau', 'Steven Craenmehr',spotify:track:4ZgciVhtrCVPsJ4Gs6pcUA,129613,0.505,0.943,10,-7.062,1,0.0341,2.15e-05,8.57e-05,0.369,0.878,114.154
If You Could Read My Mind,'Gordon Lightfoot',,spotify:track:57ct8jKi6trntXiRV0NnXi,228840,0.612,0.24,9,-12.821,1,0.033,0.745,7.86e-05,0.115,0.223,122.565
Here Now,'Sean Bones',,spotify:track:52M1vyqBLLE3t7dpzyiMuT,206920,0.592,0.869,0,-5.152,1,0.0302,0.0153,0.0422,0.106,0.816,121.953
Love Me Or Leave Me,'Gregory Isaacs',,spotify:track:1hU2Xc9TNklFckUC5LFoRb,243529,0.854,0.442,11,-12.085,0,0.362,0.0119,6.84e-05,0.097,0.59,158.553
Weltareh - Vocal Mix,'Freeform Five', 'Juldeh Camara',spotify:track:7lM3gjOPINkkrSlaelrYT7,500542,0.716,0.775,11,-8.686,0,0.0575,0.0217,0.668,0.129,0.907,117.008
Back to Where I'm From,'Joshua Radin',,spotify:track:36yRhkYr16vlsg7ISWWRfd,176082,0.638,0.574,11,-8.383,1,0.0273,0.162,0.142,0.118,0.628,137.944
Do Yourself A Faver,'Jamie Lidell',,spotify:track:10dCVz6E5iRgqvoqq9dKfz,247813,0.746,0.81,5,-3.504,0,0.086,0.144,0.0,0.175,0.889,105.241
Days Like These,'The Cat Empire',,spotify:track:17aHMwtKkayRPp8w2YaNcu,247500,0.653,0.864,7,-4.45,1,0.0627,0.227,0.0,0.409,0.911,102.769
New Fabled Stories,'Giorgio Tuma',,spotify:track:1SjmkmfFlZnnntKtxfkSgK,209947,0.61,0.421,2,-11.031,1,0.0294,0.837,0.000259,0.281,0.843,125.13
Riverbed,'Morcheeba',,spotify:track:1qYePTJ4Gqe708BUo2Tpx3,323707,0.594,0.474,9,-12.227,1,0.0393,0.298,0.571,0.409,0.354,89.956
Le vent nous portera,'Noir Désir',,spotify:track:1WyVZc2czgKESOA1VR4Ea6,289173,0.671,0.715,4,-9.776,0,0.0641,0.72,0.0515,0.121,0.782,105.23
Hey You!,'THESHINING',,spotify:track:02sLbzgbMT2WxfiAd1UWzA,141618,0.793,0.889,7,-6.618,1,0.0661,0.0445,0.135,0.138,0.572,109.625
Singin' In Chains,'MY BABY',,spotify:track:1Ap0M27xnNAHupJJrSUepi,168507,0.613,0.23,9,-9.316,1,0.0476,0.874,0.000392,0.0947,0.358,71.915
Mama Told Me Not to Come,'Randy Newman',,spotify:track:6uYrDQX0lNmeM9di1B5rAI,130680,0.616,0.538,0,-10.587,1,0.028,0.836,0.0039,0.45,0.898,130.059
Invisible Empire,'KT Tunstall',,spotify:track:1mGKOJGbe0da8lYhRcg3GW,232966,0.614,0.256,0,-13.856,1,0.0347,0.937,0.000747,0.247,0.368,134.182
Giving It All,'Bondax',,spotify:track:0KL7GdKXJWK2jQJyreA5Un,191653,0.76,0.916,8,-3.017,0,0.0521,0.186,1.17e-06,0.0885,0.693,109.993
Flashed Junk Mind,'Milky Chance',,spotify:track:3tSlwyWqWCj6FWbqtFSi3T,264000,0.841,0.832,11,-8.77,1,0.0467,0.37,0.0492,0.108,0.925,117.988
Say That,'Toro y Moi',,spotify:track:6ikozlLOoOURHCwyaKwHpD,284347,0.687,0.638,1,-10.087,1,0.0342,0.000687,0.188,0.111,0.179,118.996
Black Part Love,'Selah Sue',,spotify:track:16XaUQGH9Lmo6RGa1peGMd,243413,0.669,0.876,10,-4.939,0,0.0758,0.00943,0.000299,0.124,0.6,94.816
Jealous Guy - Studio Version,'Donny Hathaway',,spotify:track:3qi3rpoez1vNsalYkybui3,224413,0.719,0.254,7,-12.106,1,0.0391,0.529,1.31e-05,0.491,0.5,62.3
How to Fight Loneliness,'Wilco',,spotify:track:1CsMuJeMzRqNgS7G0fo1Gv,232027,0.692,0.378,11,-12.671,0,0.0308,0.596,0.11,0.134,0.4,123.658
Lights & Music,'Cut Copy',,spotify:track:7bLk4tjwot6OunULKjPcPA,277339,0.598,0.945,10,-4.278,0,0.0399,0.0586,0.191,0.793,0.598,126.01
Coming Up - Remastered 2011,'Paul McCartney',,spotify:track:53jTDzYAxzIJRBUU7tpUNM,231880,0.817,0.767,8,-7.194,1,0.0468,0.457,0.0723,0.0606,0.878,128.93
Don't Mess With My Man,'Lucy Pearl',,spotify:track:4Eap0FiMiGB2gqjk1D4cXo,217667,0.906,0.647,6,-5.197,0,0.11,0.104,0.000131,0.0752,0.848,106.031
Ghetto Pop Life,'Jemini', 'Danger Mouse',spotify:track:0LxLWxuaXkcNbS3yT5OAB5,263779,0.584,0.887,5,-5.939,0,0.212,0.0257,0.0,0.6,0.526,91.071
What Doesn't Kill You,'Jake Bugg',,spotify:track:7Drqb732C3YumWxFtKbXpM,124632,0.522,0.971,5,-2.035,0,0.0852,0.000309,0.0,0.305,0.83,99.643
Love Vibration,'Joe Simon',,spotify:track:4Jaz0DXqEzzcNJGd6H2fbc,310737,0.765,0.663,11,-10.216,0,0.065,0.0875,0.0292,0.0893,0.962,112.864
Watching You,'Ayọ',,spotify:track:6r2ROvd8Wq2PfCnJ5CRRFT,235067,0.747,0.232,11,-14.533,0,0.0396,0.82,0.000553,0.113,0.497,117.528
Save Room,'John Legend',,spotify:track:0NoGSzVLs8inHEf5MMvJDP,235667,0.69,0.572,7,-6.131,1,0.0264,0.0457,0.0,0.0969,0.375,111.919
Innercity Lady (Upgrade Mix),'Gregory Isaacs',,spotify:track:7Lk52vQVHR2VotzBv2WDgT,275294,0.692,0.483,9,-9.857,0,0.0882,0.0211,0.0669,0.0853,0.689,72.6
Herbalist (feat. Top Cat),"""Mungo's Hi Fi""", 'Top Cat',spotify:track:32WVckEuYj3nfxa2kF6V4X,250533,0.826,0.639,4,-9.754,0,0.315,0.217,0.0,0.119,0.679,89.997
She's So Cold,'The Rolling Stones',,spotify:track:5w0ZjjrBqdJjPLHYC4gXm2,252600,0.76,0.711,0,-9.283,1,0.0473,0.362,0.0482,0.0614,0.851,139.47
Send Me On My Way,'Rusted Root',,spotify:track:1c6BlO8WkjuFCFPYkAJOml,263360,0.5,0.704,0,-8.797,1,0.0695,0.125,1.79e-05,0.138,0.722,119.463
Bang A Gong (Get It On) (Electric Boogie Mix),'T. Rex',,spotify:track:7GKMFeU4FDgeSA5ZVcOgEG,410992,0.757,0.776,9,-6.462,1,0.0298,0.374,0.315,0.0814,0.724,121.052
Ghost Town,'The Specials',,spotify:track:1RljBZBY72HYDW3NV5Srlq,219307,0.665,0.766,10,-9.454,0,0.0505,0.0492,0.338,0.113,0.905,73.683
December Wine,'David Philips',,spotify:track:29oj3iI5o7esY765h1qgTK,248587,0.761,0.476,5,-5.175,1,0.0309,0.927,0.327,0.116,0.698,94.791
Nigeria What?,'Debruit',,spotify:track:1zFwIyfla0dzqxYg3Z6LZb,233120,0.609,0.441,8,-7.878,1,0.173,0.000508,0.862,0.0806,0.322,130.11
Help Is Coming,'Ayọ',,spotify:track:4f4cTDDkPHRD9YdoKdE0iq,237987,0.82,0.609,5,-8.544,0,0.252,0.534,7.08e-05,0.0858,0.631,129.846
Eyes Like Blue Skies (feat. Need Not Worry),'SoulChef',,spotify:track:0APgNkcc8KxlbA48jIBKfk,239933,0.713,0.861,8,-3.687,1,0.168,0.735,0.0,0.312,0.646,92.552
Lingering Still,'She & Him',,spotify:track:0BoGWK3RLdfw26hGFsqe5u,182000,0.716,0.725,5,-6.176,1,0.0308,0.488,0.000123,0.136,0.707,120.448
Grown Up,'Danny Brown',,spotify:track:5ic68M3jaJTEUcEIh5PcqX,139931,0.635,0.766,11,-6.449,1,0.26,0.132,0.0,0.122,0.686,93.603
"Moonglow, Lamp Low",'Eleni Mandell',,spotify:track:5olEQgW2ToMzGZRllzfPHA,215840,0.439,0.155,4,-13.593,1,0.0298,0.938,1.41e-05,0.122,0.234,107.19
Your Girl,'Kakkmaddafakka',,spotify:track:6KvxZRnl12R349CA0J44F4,209267,0.689,0.837,9,-4.498,1,0.0384,0.154,0.0,0.31,0.689,124.031
Ndiri Ndanogio Niwe,'Mbiri Young Stars',,spotify:track:4iT6cbHBCRnxQoqFIePMEc,262747,0.886,0.678,7,-9.826,1,0.1,0.0175,3.53e-05,0.0625,0.883,132.134
Dinosaur Zappa,'Paqua',,spotify:track:4Vdd4TVwK8ugFSuKjYio4k,364364,0.591,0.562,2,-10.107,1,0.0422,0.0845,0.102,0.107,0.132,165.023
Paper Planes,'M.I.A.',,spotify:track:1wgqttlPacpvmX5DKVboOa,205200,0.447,0.848,2,-6.175,1,0.222,0.033,7.45e-05,0.65,0.485,172.247
Locked in Closets,'Solange',,spotify:track:4RCReNe3E6nq84uXdntc7C,202147,0.808,0.625,6,-7.915,1,0.0542,0.0743,0.000268,0.132,0.397,119.897
Heart Attack and Vine,"""Screamin' Jay Hawkins""",,spotify:track:41gJFc9fPbXTwDtAqMPTy6,265507,0.622,0.567,9,-10.297,0,0.287,0.323,0.0,0.107,0.773,98.196
Shuffle A Dream,'Little Dragon',,spotify:track:1ysjc3rxHEEUGBLhrF8IMn,178218,0.776,0.892,2,-6.027,0,0.0699,0.0224,0.00561,0.221,0.819,128.031
Tyler,'UB40',,spotify:track:32fk005xPKhLKyHbGDloSh,351533,0.739,0.632,9,-15.459,0,0.0829,0.0134,0.0556,0.0644,0.472,133.048
Double Barrel,'Dave Collins', 'Ansel Collins',spotify:track:6qV2XxAQJg1FvUFArhLCIM,164072,0.785,0.533,5,-10.538,1,0.1,0.124,3.74e-06,0.209,0.824,80.767
Loretta,'Amos Lee',,spotify:track:7wUdnRC42ri3mBT347XRMz,225832,0.632,0.577,5,-9.817,1,0.0382,0.00581,0.0416,0.073,0.889,156.076
Roforofo Fight,'Eskorzo Afrobeat Experience',,spotify:track:37XNqTWdu8wc4u06IDAvEE,220369,0.632,0.934,1,-7.876,1,0.0346,0.00476,0.73,0.117,0.967,122.984
I Won't Slip Up,'The Delines',,spotify:track:0v8nsy3puIY1bCKxEUMPtz,252813,0.528,0.259,6,-11.888,1,0.0301,0.599,0.523,0.129,0.137,141.446
Burundi Black - 2E Partie,'Burundi Steiphenson Black',,spotify:track:4Qefg8cTcW4vMmPGFU50T0,229187,0.694,0.606,11,-12.457,0,0.302,0.173,0.694,0.328,0.613,165.367
"Keep On The Sunny Side - From “O Brother, Where Art Thou” Soundtrack",'The Whites',,spotify:track:2X0d9F75UmlesGcuS48JLZ,214307,0.656,0.23,10,-12.437,1,0.0294,0.813,4.32e-06,0.115,0.806,95.748
You're the Kind of Girl,'Lee Fields & The Expressions',,spotify:track:56z22nh9bb2tkWpvdPXlza,241027,0.665,0.761,1,-6.476,0,0.0571,0.171,0.0,0.123,0.526,98.287
The Bend,'The Black Seeds',,spotify:track:3WryL0GECGeA9B3LRCRKzF,295333,0.645,0.734,8,-7.72,1,0.0415,0.0381,0.154,0.179,0.937,137.611
Tainted Love,'Martha Reeves',,spotify:track:37Puev3mrej8EGVFkMoN4B,246639,0.639,0.609,8,-8.975,1,0.0294,0.299,0.0,0.101,0.829,79.992
If I Ever Feel Better,'Phoenix',,spotify:track:3AA8xNhDC0MpqwkGX3EP5V,266600,0.755,0.553,6,-9.449,0,0.107,0.0492,0.00607,0.0646,0.836,119.7
All Caught Up,'Elli Ingram',,spotify:track:7LmPw8C6NKybph1wQMDCwY,306564,0.673,0.468,7,-8.486,0,0.207,0.131,2.19e-06,0.112,0.277,95.02
M.A.R.I.T.,'Scram C Baby',,spotify:track:7jPqqoy3X4FDLfH8q8RJr6,193880,0.458,0.801,0,-6.24,1,0.0417,0.00596,0.108,0.671,0.563,136.142
Swing Bob - Acid Pauli's Kosmik Remix,'Der Dritte Raum', 'Acid Pauli',spotify:track:2A0wntCw6khflcvUVB7URy,479864,0.9,0.451,0,-9.809,0,0.171,0.539,0.869,0.116,0.411,104.989
Ready For The Floor,'Lissy Trullie',,spotify:track:5RUI7J1OiZeqKd9peO9EmV,241947,0.628,0.717,0,-7.431,1,0.0607,0.0211,0.0113,0.121,0.622,139.81
Yiri Yiri Boum,'Gnonnas Pédro',,spotify:track:1pqbdj1SMGoG5Wja1FB5OQ,305733,0.663,0.849,6,-11.62,1,0.0358,0.0576,0.24,0.358,0.966,90.172
At The Top Of This Hill,'Message To Bears',,spotify:track:4FIAhd3zNoNC1xiiFEoiDW,279000,0.533,0.359,3,-23.142,1,0.0424,0.591,0.681,0.0853,0.136,99.925
634-5789,'Ry Cooder',,spotify:track:3B15BwBx2yON2O002E8lVv,181040,0.629,0.517,0,-14.723,1,0.0417,0.0236,6.34e-06,0.0927,0.895,147.616
"A Boy Named Sue - Live at San Quentin State Prison, San Quentin, CA - February 1969",'Johnny Cash',,spotify:track:279x1F6k9RLQ6qtCAgQTV7,226893,0.657,0.624,10,-7.789,1,0.112,0.759,0.0,0.966,0.89,101.898
Shine,'Aswad',,spotify:track:0Snozg03KnqBCcFaAJjYNV,219867,0.701,0.884,5,-5.9,0,0.0413,0.0735,0.0,0.0842,0.748,104.914
MAN O TO - mixed,'NU',,spotify:track:3lOZTrcnAQ7g4VSULw0kRg,565200,0.855,0.397,7,-11.806,0,0.079,0.726,0.32,0.201,0.211,107.009
How Bizarre,'OMC',,spotify:track:6RT3PxDEQOa7m6tK502DNa,224053,0.784,0.675,0,-7.718,1,0.049,0.261,1.4e-06,0.293,0.854,124.908
Rollin' Stone,'Johnny Jenkins', 'Duane Allman',spotify:track:6nNHrun3RbVwlxDTlObwjF,297840,0.53,0.197,4,-17.125,1,0.072,0.675,0.223,0.142,0.293,73.791
Nitrous - Single Version,'Nick Mulvey',,spotify:track:07a1B283wYZkW7Bde6Gx7A,243288,0.419,0.721,9,-7.363,1,0.0476,0.637,1.23e-05,0.1,0.474,104.58
Papaoutai,'Stromae',,spotify:track:09TcIuH1ZO7i4vicWKoaN2,232147,0.733,0.818,10,-7.222,0,0.0859,0.0241,0.0,0.0636,0.253,116.019
Willie And The Hand Jive,'Eric Clapton',,spotify:track:0iDK6AUO2JEk3Dw0JEEjmP,209867,0.674,0.188,9,-21.337,1,0.497,0.242,0.0163,0.0434,0.796,181.126
Roady (The Nextmen Burger Edit),"""Fat Freddy's Drop""",,spotify:track:4Fytxt9K2LPGySrL6zmjzK,228573,0.738,0.809,5,-3.41,1,0.197,0.0348,7.13e-06,0.0728,0.736,173.051
Never goes away,'The Super Orchestra',,spotify:track:4fPGWorLqMLQQ88Z9ZBWDk,193136,0.615,0.534,0,-8.889,1,0.0451,0.446,0.000379,0.189,0.28,99.974
I Got the Cross the River Jordan,'Blind Willie McTell',,spotify:track:4vqDFur1cyE8lS1oD3XiCB,240360,0.538,0.177,0,-14.158,1,0.0447,0.91,0.00825,0.0927,0.415,77.396
Island,'The Whitest Boy Alive',,spotify:track:519ZkNbtI2B9pC6rhGhbs9,424160,0.744,0.566,11,-8.081,0,0.0317,0.733,0.815,0.0905,0.552,124.573
"Monday, Monday",'The Mamas & The Papas',,spotify:track:5i4DBGdobIVHXHVeUqmctP,201600,0.485,0.592,1,-5.759,1,0.0272,0.314,0.0,0.184,0.648,110.487
On Board,'Friendly Fires',,spotify:track:55r4wm7jDORiYNkxmPPrBg,223013,0.724,0.86,11,-5.211,0,0.175,0.0092,4.99e-05,0.0945,0.662,128.388
The Yellow River,'The Treble Spankers',,spotify:track:09ptBDfkcnQB2ZHWueulpg,126595,0.437,0.882,2,-5.627,1,0.0334,0.0407,0.693,0.402,0.448,139.576
M'Lady,'Sly & The Family Stone',,spotify:track:7KI5h4NgiyydwzsizLLgFU,165293,0.746,0.879,7,-10.789,1,0.0551,0.127,0.0278,0.454,0.671,124.775
Looks Good With Trouble,'Solange', 'Kendrick Lamar',spotify:track:2geSr5MjcnZ56DYeZGPWXV,273693,0.58,0.508,9,-9.554,0,0.217,0.458,8.19e-05,0.102,0.772,147.749
Secret Theatre,'Blair Dunlop',,spotify:track:6fr9lfn8IQzSy59TvWDQkM,290467,0.712,0.215,5,-14.979,0,0.0405,0.803,0.00197,0.0834,0.404,95.06
Dreamworld,'Don Downing',,spotify:track:4miaUNxmZeRnYcJyaq4mLz,273009,0.698,0.729,11,-9.094,0,0.0316,0.0136,0.0101,0.174,0.91,126.808
Ayo,'Bibi Tanga', 'Selenites',spotify:track:54cGhQiiGKgmtMc4jS3NYj,227147,0.822,0.843,5,-3.503,0,0.0329,0.353,0.0029,0.129,0.963,118.416
Me And Baby Brother,'War',,spotify:track:1huXltxlpOZIhlUSSrqTy2,207160,0.779,0.7,2,-10.923,1,0.0417,0.104,0.00211,0.0908,0.849,113.22
Sauna,'Bruno Nicolai',,spotify:track:0ip0p8XhnwF7jw3x8u3E5B,295033,0.32,0.232,0,-17.478,1,0.0343,0.582,0.00888,0.11,0.173,170.661
I Scare Myself - 2009 Remastered Version,'Thomas Dolby',,spotify:track:5WqjVif2LIpwDScLUXHj9S,340267,0.801,0.291,1,-15.555,1,0.0312,0.254,0.00679,0.125,0.332,109.557
Reggae Got Soul,'Toots & The Maytals', 'Ken Boothe',spotify:track:3sJm6u2kTtXTeuX2a3igED,178760,0.624,0.767,0,-4.984,1,0.197,0.109,0.0,0.0933,0.796,170.24
This World,'Selah Sue',,spotify:track:5Fzsgjt24v7nDJdhIOIBS2,285813,0.708,0.619,7,-5.257,0,0.0676,0.114,1.75e-05,0.365,0.327,136.135
Roll With This,'Splendid',,spotify:track:7DuEwX2yv1gyw1DEPyybIw,175724,0.814,0.631,1,-5.975,0,0.0455,0.453,0.0,0.0736,0.795,108.048
Fall In Love Again,'Ms. Dynamite',,spotify:track:4z9SF6WXrEqsSdhFQKzScJ,211173,0.806,0.549,0,-7.691,1,0.282,0.0268,0.0,0.0879,0.744,163.934
Hallelujah,'The Dublicators',,spotify:track:3JAh0JJeLHDd5eLKLXa5jr,256467,0.72,0.314,0,-11.177,1,0.0317,0.448,7.25e-05,0.0793,0.408,121.961
Olufela (Adam Freeland Remix),'Kayode Olajide',,spotify:track:3vf1vPetFjMV43B9OJ4qxS,322757,0.818,0.853,0,-8.25,1,0.0485,0.145,0.901,0.0722,0.849,124.006
